,V1
6221,TC0X001075.hg.1  
6222,TC0X001078.hg.1  
6223,TC0X001086.hg.1  
6224,TC0X001087.hg.1  
6225,TC0X001088.hg.1  
6226,TC0X001089.hg.1  
6227,TC0X001092.hg.1  
6228,TC0X001095.hg.1  
6229,TC0X001103.hg.1  
6230,TC0X001106.hg.1  
6231,TC0X001109.hg.1  
6232,TC0X001113.hg.1  
6233,TC0X001119.hg.1  
6234,TC0X001123.hg.1  
6235,TC0X001124.hg.1  
6236,TC0X001135.hg.1  
6237,TC0X001138.hg.1  
6238,TC0X001141.hg.1  
6239,TC0X001142.hg.1  
6240,TC0X001149.hg.1  
6241,TC0X001150.hg.1  
6242,TC0X001156.hg.1  
6243,TC0X001157.hg.1  
6244,TC0X001160.hg.1  
6245,TC0X001162.hg.1  
6246,TC0X001163.hg.1  
6247,TC0X001164.hg.1  
6248,TC0X001165.hg.1  
6249,TC0X001169.hg.1  
6250,TC0X001173.hg.1  
6251,TC0X001176.hg.1  
6252,TC0X001180.hg.1  
6253,TC0X001182.hg.1  
6254,TC0X001190.hg.1  
6255,TC0X001200.hg.1  
6256,TC0X001207.hg.1  
6257,TC0X001208.hg.1  
6258,TC0X001209.hg.1  
6259,TC0X001213.hg.1  
6260,TC0X001214.hg.1  
6261,TC0X001219.hg.1  
6262,TC0X001221.hg.1  
6263,TC0X001223.hg.1  
6264,TC0X001224.hg.1  
6265,TC0X001226.hg.1  
6266,TC0X001227.hg.1  
6267,TC0X001244.hg.1  
6268,TC0X001247.hg.1  
6269,TC0X001273.hg.1  
6270,TC0X001276.hg.1  
6271,TC0X001286.hg.1  
6272,TC0X001294.hg.1  
6273,TC0X001300.hg.1  
6274,TC0X001303.hg.1  
6275,TC0X001310.hg.1  
6276,TC0X001315.hg.1  
6277,TC0X001318.hg.1  
6278,TC0X001320.hg.1  
6279,TC0X001327.hg.1  
6280,TC0X001342.hg.1  
6281,TC0X001355.hg.1  
6282,TC0X001358.hg.1  
6283,TC0X001359.hg.1  
6284,TC0X001365.hg.1  
6285,TC0X001366.hg.1  
6286,TC0X001369.hg.1  
6287,TC0X001372.hg.1  
6288,TC0X001375.hg.1  
6289,TC0X001376.hg.1  
6290,TC0X001378.hg.1  
6291,TC0X001392.hg.1  
6292,TC0X001394.hg.1  
6293,TC0X001396.hg.1  
6294,TC0X001397.hg.1  
6295,TC0X001399.hg.1  
6296,TC0X001400.hg.1  
6297,TC0X001403.hg.1  
6298,TC0X001414.hg.1  
6299,TC0X001425.hg.1  
6300,TC0X001426.hg.1  
6301,TC0X001430.hg.1  
6302,TC0X001438.hg.1  
6303,TC0X001446.hg.1  
6304,TC0X001486.hg.1  
6305,TC0X001496.hg.1  
6306,TC0X001506.hg.1  
6307,TC0X001507.hg.1  
6308,TC0X001516.hg.1  
6309,TC0X001522.hg.1  
6310,TC0X001540.hg.1  
6311,TC0X001547.hg.1  
6312,TC0X001548.hg.1  
6313,TC0X001549.hg.1  
6314,TC0X001550.hg.1  
6315,TC0X001553.hg.1  
6316,TC0X001558.hg.1  
6317,TC0X001559.hg.1  
6318,TC0X001561.hg.1  
6319,TC0X001562.hg.1  
6320,TC0X001564.hg.1  
6321,TC0X001578.hg.1  
6322,TC0X001579.hg.1  
6323,TC0X001587.hg.1  
6324,TC0X001592.hg.1  
6325,TC0X001609.hg.1  
6326,TC0X001624.hg.1  
6327,TC0X001627.hg.1  
6328,TC0X001676.hg.1  
6329,TC0X001677.hg.1  
6330,TC0X001680.hg.1  
6331,TC0X001681.hg.1  
6332,TC0X001701.hg.1  
6333,TC0X001702.hg.1  
6334,TC0X001704.hg.1  
6335,TC0X001720.hg.1  
6336,TC0X001724.hg.1  
6337,TC0X001730.hg.1  
6338,TC0X001735.hg.1  
6339,TC0X001743.hg.1  
6340,TC0X001748.hg.1  
6341,TC0X001776.hg.1  
6342,TC0X001802.hg.1  
6343,TC0X001805.hg.1  
6344,TC0X001807.hg.1  
6345,TC0X001828.hg.1  
6346,TC0X001841.hg.1  
6347,TC0X001857.hg.1  
6348,TC0X001858.hg.1  
6349,TC0X001882.hg.1  
6350,TC0X001889.hg.1  
6351,TC0X001912.hg.1  
6352,TC0X001917.hg.1  
6353,TC0X001925.hg.1  
6354,TC0X001927.hg.1  
6355,TC0X001928.hg.1  
6356,TC0X001929.hg.1  
6357,TC0X001932.hg.1  
6358,TC0X001934.hg.1  
6359,TC0X001938.hg.1  
6360,TC0X001939.hg.1  
6361,TC0X001945.hg.1  
6362,TC0X001948.hg.1  
6363,TC0X001951.hg.1  
6364,TC0X001958.hg.1  
6365,TC0X001959.hg.1  
6366,TC0X001960.hg.1  
6367,TC0X001962.hg.1  
6368,TC0X001965.hg.1  
6369,TC0X001974.hg.1  
6370,TC0X001976.hg.1  
6371,TC0X001978.hg.1  
6372,TC0X001993.hg.1  
6373,TC0X001995.hg.1  
6374,TC0X002003.hg.1  
6375,TC0X002005.hg.1  
6376,TC0X002006.hg.1  
6377,TC0X002013.hg.1  
6378,TC0X002015.hg.1  
6379,TC0X002023.hg.1  
6380,TC0X002043.hg.1  
6381,TC0X002048.hg.1  
6382,TC0X002060.hg.1  
6383,TC0X002074.hg.1  
6384,TC0X002079.hg.1  
6385,TC0X002081.hg.1  
6386,TC0X002091.hg.1  
6387,TC0X002099.hg.1  
6388,TC0X002121.hg.1  
6389,TC0X002127.hg.1  
6390,TC0X002134.hg.1  
6391,TC0X002137.hg.1  
6392,TC0X002138.hg.1  
6393,TC0X002142.hg.1  
6394,TC0X002152.hg.1  
6395,TC0X002160.hg.1  
6396,TC0X002161.hg.1  
6397,TC0X002170.hg.1  
6398,TC0X002172.hg.1  
6399,TC0X002174.hg.1  
6400,TC0X002191.hg.1  
6401,TC0X002194.hg.1  
6402,TC0X002197.hg.1  
6403,TC0X002228.hg.1  
6404,TC0X002229.hg.1  
6405,TC0X002232.hg.1  
6406,TC0X002234.hg.1  
6407,TC0X002235.hg.1  
6408,TC0X002249.hg.1  
6409,TC0X002250.hg.1  
6410,TC0X002267.hg.1  
6411,TC0X002285.hg.1  
6412,TC0X002287.hg.1  
6413,TC0X002307.hg.1  
6414,TC0X002313.hg.1  
6415,TC0X002314.hg.1  
6416,TC0X002317.hg.1  
6417,TC0X002320.hg.1  
6418,TC0X002321.hg.1  
6419,TC0X002324.hg.1  
6420,TC0X002327.hg.1  
6421,TC0X002328.hg.1  
6422,TC0X002329.hg.1  
6423,TC0X002338.hg.1  
6424,TC0X002343.hg.1  
6425,TC0X002345.hg.1  
6426,TC0X002349.hg.1  
6427,TC0X002358.hg.1  
6428,TC0X002359.hg.1  
6429,TC0X002360.hg.1  
6430,TC0Y000001.hg.1  
6431,TC0Y000002.hg.1  
6432,TC0Y000003.hg.1  
6433,TC0Y000004.hg.1  
6434,TC0Y000013.hg.1  
6435,TC0Y000014.hg.1  
6436,TC0Y000017.hg.1  
6437,TC0Y000022.hg.1  
6438,TC0Y000030.hg.1  
6439,TC0Y000056.hg.1  
6440,TC0Y000066.hg.1  
6441,TC0Y000067.hg.1  
6442,TC0Y000084.hg.1  
6443,TC0Y000086.hg.1  
6444,TC0Y000087.hg.1  
6445,TC0Y000094.hg.1  
6446,TC0Y000115.hg.1  
6447,TC0Y000118.hg.1  
6448,TC0Y000124.hg.1  
6449,TC0Y000127.hg.1  
6450,TC0Y000142.hg.1  
6451,TC0Y000146.hg.1  
6452,TC0Y000147.hg.1  
6453,TC0Y000158.hg.1  
6454,TC0Y000160.hg.1  
6455,TC0Y000161.hg.1  
6456,TC0Y000171.hg.1  
6457,TC0Y000182.hg.1  
6458,TC0Y000187.hg.1  
6459,TC0Y000209.hg.1  
6460,TC0Y000218.hg.1  
6461,TC0Y000219.hg.1  
6462,TC0Y000221.hg.1  
6463,TC0Y000223.hg.1  
6464,TC0Y000228.hg.1  
6465,TC0Y000229.hg.1  
6466,TC0Y000239.hg.1  
6467,TC0Y000261.hg.1  
6468,TC0Y000263.hg.1  
6469,TC0Y000283.hg.1  
6470,TC0Y000290.hg.1  
6471,TC0Y000302.hg.1  
6472,TC0Y000303.hg.1  
6473,TC0Y000304.hg.1  
6474,TC0Y000305.hg.1  
6475,TC0Y000312.hg.1  
6476,TC0Y000314.hg.1  
6477,TC0Y000319.hg.1  
6478,TC0Y000337.hg.1  
6479,TC0Y000343.hg.1  
6480,TC0Y000344.hg.1  
6481,TC0Y000352.hg.1  
6482,TC10000002.hg.1  
6483,TC10000008.hg.1  
6484,TC10000009.hg.1  
6485,TC10000010.hg.1  
6486,TC10000023.hg.1  
6487,TC10000030.hg.1  
6488,TC10000032.hg.1  
6489,TC10000044.hg.1  
6490,TC10000048.hg.1  
6491,TC10000049.hg.1  
6492,TC10000050.hg.1  
6493,TC10000054.hg.1  
6494,TC10000066.hg.1  
6495,TC10000067.hg.1  
6496,TC10000068.hg.1  
6497,TC10000074.hg.1  
6498,TC10000081.hg.1  
6499,TC10000086.hg.1  
6500,TC10000089.hg.1  
6501,TC10000092.hg.1  
6502,TC10000093.hg.1  
6503,TC10000097.hg.1  
6504,TC10000098.hg.1  
6505,TC10000113.hg.1  
6506,TC10000128.hg.1  
6507,TC10000129.hg.1  
6508,TC10000143.hg.1  
6509,TC10000162.hg.1  
6510,TC10000169.hg.1  
6511,TC10000188.hg.1  
6512,TC10000196.hg.1  
6513,TC10000199.hg.1  
6514,TC10000204.hg.1  
6515,TC10000226.hg.1  
6516,TC10000230.hg.1  
6517,TC10000238.hg.1  
6518,TC10000249.hg.1  
6519,TC10000256.hg.1  
6520,TC10000259.hg.1  
6521,TC10000265.hg.1  
6522,TC10000266.hg.1  
6523,TC10000268.hg.1  
6524,TC10000272.hg.1  
6525,TC10000278.hg.1  
6526,TC10000287.hg.1  
6527,TC10000290.hg.1  
6528,TC10000293.hg.1  
6529,TC10000294.hg.1  
6530,TC10000296.hg.1  
6531,TC10000297.hg.1  
6532,TC10000309.hg.1  
6533,TC10000310.hg.1  
6534,TC10000314.hg.1  
6535,TC10000318.hg.1  
6536,TC10000319.hg.1  
6537,TC10000331.hg.1  
6538,TC10000333.hg.1  
6539,TC10000337.hg.1  
6540,TC10000341.hg.1  
6541,TC10000350.hg.1  
6542,TC10000352.hg.1  
6543,TC10000359.hg.1  
6544,TC10000373.hg.1  
6545,TC10000376.hg.1  
6546,TC10000377.hg.1  
6547,TC10000388.hg.1  
6548,TC10000391.hg.1  
6549,TC10000400.hg.1  
6550,TC10000401.hg.1  
6551,TC10000403.hg.1  
6552,TC10000406.hg.1  
6553,TC10000408.hg.1  
6554,TC10000410.hg.1  
6555,TC10000412.hg.1  
6556,TC10000413.hg.1  
6557,TC10000416.hg.1  
6558,TC10000428.hg.1  
6559,TC10000452.hg.1  
6560,TC10000455.hg.1  
6561,TC10000458.hg.1  
6562,TC10000460.hg.1  
6563,TC10000467.hg.1  
6564,TC10000469.hg.1  
6565,TC10000471.hg.1  
6566,TC10000476.hg.1  
6567,TC10000478.hg.1  
6568,TC10000479.hg.1  
6569,TC10000481.hg.1  
6570,TC10000484.hg.1  
6571,TC10000526.hg.1  
6572,TC10000538.hg.1  
6573,TC10000558.hg.1  
6574,TC10000559.hg.1  
6575,TC10000575.hg.1  
6576,TC10000577.hg.1  
6577,TC10000581.hg.1  
6578,TC10000591.hg.1  
6579,TC10000607.hg.1  
6580,TC10000609.hg.1  
6581,TC10000610.hg.1  
6582,TC10000621.hg.1  
6583,TC10000623.hg.1  
6584,TC10000632.hg.1  
6585,TC10000640.hg.1  
6586,TC10000644.hg.1  
6587,TC10000648.hg.1  
6588,TC10000653.hg.1  
6589,TC10000654.hg.1  
6590,TC10000655.hg.1  
6591,TC10000657.hg.1  
6592,TC10000659.hg.1  
6593,TC10000664.hg.1  
6594,TC10000672.hg.1  
6595,TC10000681.hg.1  
6596,TC10000688.hg.1  
6597,TC10000690.hg.1  
6598,TC10000692.hg.1  
6599,TC10000695.hg.1  
6600,TC10000702.hg.1  
6601,TC10000706.hg.1  
6602,TC10000708.hg.1  
6603,TC10000715.hg.1  
6604,TC10000721.hg.1  
6605,TC10000722.hg.1  
6606,TC10000726.hg.1  
6607,TC10000727.hg.1  
6608,TC10000729.hg.1  
6609,TC10000732.hg.1  
6610,TC10000748.hg.1  
6611,TC10000749.hg.1  
6612,TC10000753.hg.1  
6613,TC10000756.hg.1  
6614,TC10000757.hg.1  
6615,TC10000759.hg.1  
6616,TC10000763.hg.1  
6617,TC10000764.hg.1  
6618,TC10000769.hg.1  
6619,TC10000770.hg.1  
6620,TC10000772.hg.1  
6621,TC10000775.hg.1  
6622,TC10000779.hg.1  
6623,TC10000781.hg.1  
6624,TC10000783.hg.1  
6625,TC10000798.hg.1  
6626,TC10000808.hg.1  
6627,TC10000809.hg.1  
6628,TC10000825.hg.1  
6629,TC10000826.hg.1  
6630,TC10000828.hg.1  
6631,TC10000837.hg.1  
6632,TC10000862.hg.1  
6633,TC10000868.hg.1  
6634,TC10000869.hg.1  
6635,TC10000870.hg.1  
6636,TC10000872.hg.1  
6637,TC10000875.hg.1  
6638,TC10000876.hg.1  
6639,TC10000877.hg.1  
6640,TC10000882.hg.1  
6641,TC10000883.hg.1  
6642,TC10000889.hg.1  
6643,TC10000893.hg.1  
6644,TC10000896.hg.1  
6645,TC10000900.hg.1  
6646,TC10000902.hg.1  
6647,TC10000905.hg.1  
6648,TC10000908.hg.1  
6649,TC10000913.hg.1  
6650,TC10000915.hg.1  
6651,TC10000919.hg.1  
6652,TC10000922.hg.1  
6653,TC10000923.hg.1  
6654,TC10000925.hg.1  
6655,TC10000927.hg.1  
6656,TC10000929.hg.1  
6657,TC10000933.hg.1  
6658,TC10000940.hg.1  
6659,TC10000942.hg.1  
6660,TC10000944.hg.1  
6661,TC10000949.hg.1  
6662,TC10000961.hg.1  
6663,TC10000964.hg.1  
6664,TC10000967.hg.1  
6665,TC10000968.hg.1  
6666,TC10000975.hg.1  
6667,TC10000979.hg.1  
6668,TC10000986.hg.1  
6669,TC10001000.hg.1  
6670,TC10001003.hg.1  
6671,TC10001004.hg.1  
6672,TC10001017.hg.1  
6673,TC10001037.hg.1  
6674,TC10001042.hg.1  
6675,TC10001053.hg.1  
6676,TC10001054.hg.1  
6677,TC10001065.hg.1  
6678,TC10001069.hg.1  
6679,TC10001074.hg.1  
6680,TC10001075.hg.1  
6681,TC10001089.hg.1  
6682,TC10001090.hg.1  
6683,TC10001101.hg.1  
6684,TC10001110.hg.1  
6685,TC10001113.hg.1  
6686,TC10001114.hg.1  
6687,TC10001126.hg.1  
6688,TC10001139.hg.1  
6689,TC10001144.hg.1  
6690,TC10001150.hg.1  
6691,TC10001153.hg.1  
6692,TC10001154.hg.1  
6693,TC10001156.hg.1  
6694,TC10001159.hg.1  
6695,TC10001160.hg.1  
6696,TC10001161.hg.1  
6697,TC10001166.hg.1  
6698,TC10001167.hg.1  
6699,TC10001170.hg.1  
6700,TC10001175.hg.1  
6701,TC10001182.hg.1  
6702,TC10001187.hg.1  
6703,TC10001194.hg.1  
6704,TC10001205.hg.1  
6705,TC10001212.hg.1  
6706,TC10001224.hg.1  
6707,TC10001238.hg.1  
6708,TC10001276.hg.1  
6709,TC10001282.hg.1  
6710,TC10001284.hg.1  
6711,TC10001286.hg.1  
6712,TC10001297.hg.1  
6713,TC10001298.hg.1  
6714,TC10001299.hg.1  
6715,TC10001315.hg.1  
6716,TC10001319.hg.1  
6717,TC10001320.hg.1  
6718,TC10001322.hg.1  
6719,TC10001332.hg.1  
6720,TC10001334.hg.1  
6721,TC10001345.hg.1  
6722,TC10001349.hg.1  
6723,TC10001362.hg.1  
6724,TC10001369.hg.1  
6725,TC10001394.hg.1  
6726,TC10001400.hg.1  
6727,TC10001401.hg.1  
6728,TC10001403.hg.1  
6729,TC10001408.hg.1  
6730,TC10001410.hg.1  
6731,TC10001411.hg.1  
6732,TC10001415.hg.1  
6733,TC10001418.hg.1  
6734,TC10001419.hg.1  
6735,TC10001420.hg.1  
6736,TC10001423.hg.1  
6737,TC10001441.hg.1  
6738,TC10001444.hg.1  
6739,TC10001446.hg.1  
6740,TC10001469.hg.1  
6741,TC10001479.hg.1  
6742,TC10001480.hg.1  
6743,TC10001486.hg.1  
6744,TC10001497.hg.1  
6745,TC10001505.hg.1  
6746,TC10001507.hg.1  
6747,TC10001517.hg.1  
6748,TC10001521.hg.1  
6749,TC10001522.hg.1  
6750,TC10001532.hg.1  
6751,TC10001535.hg.1  
6752,TC10001545.hg.1  
6753,TC10001549.hg.1  
6754,TC10001555.hg.1  
6755,TC10001563.hg.1  
6756,TC10001568.hg.1  
6757,TC10001573.hg.1  
6758,TC10001577.hg.1  
6759,TC10001580.hg.1  
6760,TC10001585.hg.1  
6761,TC10001594.hg.1  
6762,TC10001596.hg.1  
6763,TC10001602.hg.1  
6764,TC10001605.hg.1  
6765,TC10001613.hg.1  
6766,TC10001616.hg.1  
6767,TC10001617.hg.1  
6768,TC10001621.hg.1  
6769,TC10001622.hg.1  
6770,TC10001624.hg.1  
6771,TC10001631.hg.1  
6772,TC10001635.hg.1  
6773,TC10001636.hg.1  
6774,TC10001641.hg.1  
6775,TC10001663.hg.1  
6776,TC10001667.hg.1  
6777,TC10001674.hg.1  
6778,TC10001675.hg.1  
6779,TC10001676.hg.1  
6780,TC10001678.hg.1  
6781,TC10001679.hg.1  
6782,TC10001680.hg.1  
6783,TC10001681.hg.1  
6784,TC10001682.hg.1  
6785,TC10001692.hg.1  
6786,TC10001699.hg.1  
6787,TC10001701.hg.1  
6788,TC10001702.hg.1  
6789,TC10001707.hg.1  
6790,TC10001711.hg.1  
6791,TC10001713.hg.1  
6792,TC10001714.hg.1  
6793,TC10001717.hg.1  
6794,TC10001720.hg.1  
6795,TC10001725.hg.1  
6796,TC10001732.hg.1  
6797,TC10001733.hg.1  
6798,TC10001735.hg.1  
6799,TC10001736.hg.1  
6800,TC10001739.hg.1  
6801,TC10001740.hg.1  
6802,TC10001758.hg.1  
6803,TC10001759.hg.1  
6804,TC10001760.hg.1  
6805,TC10001763.hg.1  
6806,TC10001769.hg.1  
6807,TC10001804.hg.1  
6808,TC10001805.hg.1  
6809,TC10001807.hg.1  
6810,TC10001809.hg.1  
6811,TC10001824.hg.1  
6812,TC10001834.hg.1  
6813,TC10001841.hg.1  
6814,TC10001890.hg.1  
6815,TC10001900.hg.1  
6816,TC10001914.hg.1  
6817,TC10001921.hg.1  
6818,TC10001924.hg.1  
6819,TC10001929.hg.1  
6820,TC10001930.hg.1  
6821,TC10001944.hg.1  
6822,TC10001958.hg.1  
6823,TC10001962.hg.1  
6824,TC10001982.hg.1  
6825,TC10001999.hg.1  
6826,TC10002015.hg.1  
6827,TC10002018.hg.1  
6828,TC10002022.hg.1  
6829,TC10002029.hg.1  
6830,TC10002050.hg.1  
6831,TC10002051.hg.1  
6832,TC10002062.hg.1  
6833,TC10002066.hg.1  
6834,TC10002067.hg.1  
6835,TC10002072.hg.1  
6836,TC10002077.hg.1  
6837,TC10002092.hg.1  
6838,TC10002094.hg.1  
6839,TC10002097.hg.1  
6840,TC10002105.hg.1  
6841,TC10002110.hg.1  
6842,TC10002123.hg.1  
6843,TC10002128.hg.1  
6844,TC10002131.hg.1  
6845,TC10002134.hg.1  
6846,TC10002140.hg.1  
6847,TC10002167.hg.1  
6848,TC10002169.hg.1  
6849,TC10002183.hg.1  
6850,TC10002200.hg.1  
6851,TC10002209.hg.1  
6852,TC10002222.hg.1  
6853,TC10002230.hg.1  
6854,TC10002232.hg.1  
6855,TC10002237.hg.1  
6856,TC10002246.hg.1  
6857,TC10002247.hg.1  
6858,TC10002262.hg.1  
6859,TC10002263.hg.1  
6860,TC10002264.hg.1  
6861,TC10002268.hg.1  
6862,TC10002273.hg.1  
6863,TC10002285.hg.1  
6864,TC10002298.hg.1  
6865,TC10002300.hg.1  
6866,TC10002312.hg.1  
6867,TC10002326.hg.1  
6868,TC10002328.hg.1  
6869,TC10002340.hg.1  
6870,TC10002342.hg.1  
6871,TC10002344.hg.1  
6872,TC10002352.hg.1  
6873,TC10002356.hg.1  
6874,TC10002364.hg.1  
6875,TC10002374.hg.1  
6876,TC10002376.hg.1  
6877,TC10002411.hg.1  
6878,TC10002435.hg.1  
6879,TC10002436.hg.1  
6880,TC10002437.hg.1  
6881,TC10002438.hg.1  
6882,TC10002439.hg.1  
6883,TC10002440.hg.1  
6884,TC10002441.hg.1  
6885,TC10002447.hg.1  
6886,TC10002452.hg.1  
6887,TC10002454.hg.1  
6888,TC10002457.hg.1  
6889,TC10002479.hg.1  
6890,TC10002480.hg.1  
6891,TC10002498.hg.1  
6892,TC10002502.hg.1  
6893,TC10002530.hg.1  
6894,TC10002542.hg.1  
6895,TC10002548.hg.1  
6896,TC10002564.hg.1  
6897,TC10002567.hg.1  
6898,TC10002568.hg.1  
6899,TC10002573.hg.1  
6900,TC10002595.hg.1  
6901,TC10002597.hg.1  
6902,TC10002601.hg.1  
6903,TC10002607.hg.1  
6904,TC10002638.hg.1  
6905,TC10002640.hg.1  
6906,TC10002641.hg.1  
6907,TC10002642.hg.1  
6908,TC10002648.hg.1  
6909,TC10002665.hg.1  
6910,TC10002667.hg.1  
6911,TC10002704.hg.1  
6912,TC10002705.hg.1  
6913,TC10002709.hg.1  
6914,TC10002710.hg.1  
6915,TC10002736.hg.1  
6916,TC10002744.hg.1  
6917,TC10002774.hg.1  
6918,TC10002780.hg.1  
6919,TC10002791.hg.1  
6920,TC10002792.hg.1  
6921,TC10002793.hg.1  
6922,TC10002799.hg.1  
6923,TC10002813.hg.1  
6924,TC10002814.hg.1  
6925,TC10002843.hg.1  
6926,TC10002844.hg.1  
6927,TC10002845.hg.1  
6928,TC10002879.hg.1  
6929,TC10002884.hg.1  
6930,TC10002889.hg.1  
6931,TC10002890.hg.1  
6932,TC10002899.hg.1  
6933,TC10002905.hg.1  
6934,TC10002924.hg.1  
6935,TC10002925.hg.1  
6936,TC10002927.hg.1  
6937,TC10002930.hg.1  
6938,TC10002939.hg.1  
6939,TC10002943.hg.1  
6940,TC10002948.hg.1  
6941,TC10002949.hg.1  
6942,TC10002951.hg.1  
6943,TC10002952.hg.1  
6944,TC10002957.hg.1  
6945,TC10002958.hg.1  
6946,TC10002963.hg.1  
6947,TC10002965.hg.1  
6948,TC10002969.hg.1  
6949,TC11000006.hg.1  
6950,TC11000010.hg.1  
6951,TC11000011.hg.1  
6952,TC11000014.hg.1  
6953,TC11000015.hg.1  
6954,TC11000027.hg.1  
6955,TC11000038.hg.1  
6956,TC11000045.hg.1  
6957,TC11000063.hg.1  
6958,TC11000080.hg.1  
6959,TC11000085.hg.1  
6960,TC11000088.hg.1  
6961,TC11000090.hg.1  
6962,TC11000106.hg.1  
6963,TC11000107.hg.1  
6964,TC11000124.hg.1  
6965,TC11000131.hg.1  
6966,TC11000150.hg.1  
6967,TC11000165.hg.1  
6968,TC11000173.hg.1  
6969,TC11000174.hg.1  
6970,TC11000175.hg.1  
6971,TC11000177.hg.1  
6972,TC11000179.hg.1  
6973,TC11000182.hg.1  
6974,TC11000183.hg.1  
6975,TC11000190.hg.1  
6976,TC11000194.hg.1  
6977,TC11000197.hg.1  
6978,TC11000198.hg.1  
6979,TC11000203.hg.1  
6980,TC11000205.hg.1  
6981,TC11000206.hg.1  
6982,TC11000223.hg.1  
6983,TC11000225.hg.1  
6984,TC11000226.hg.1  
6985,TC11000228.hg.1  
6986,TC11000229.hg.1  
6987,TC11000235.hg.1  
6988,TC11000239.hg.1  
6989,TC11000240.hg.1  
6990,TC11000249.hg.1  
6991,TC11000252.hg.1  
6992,TC11000295.hg.1  
6993,TC11000303.hg.1  
6994,TC11000309.hg.1  
6995,TC11000310.hg.1  
6996,TC11000318.hg.1  
6997,TC11000324.hg.1  
6998,TC11000327.hg.1  
6999,TC11000330.hg.1  
7000,TC11000332.hg.1  
7001,TC11000336.hg.1  
7002,TC11000337.hg.1  
7003,TC11000364.hg.1  
7004,TC11000374.hg.1  
7005,TC11000380.hg.1  
7006,TC11000387.hg.1  
7007,TC11000390.hg.1  
7008,TC11000394.hg.1  
7009,TC11000403.hg.1  
7010,TC11000405.hg.1  
7011,TC11000412.hg.1  
7012,TC11000415.hg.1  
7013,TC11000432.hg.1  
7014,TC11000438.hg.1  
7015,TC11000455.hg.1  
7016,TC11000462.hg.1  
7017,TC11000483.hg.1  
7018,TC11000484.hg.1  
7019,TC11000493.hg.1  
7020,TC11000499.hg.1  
7021,TC11000521.hg.1  
7022,TC11000522.hg.1  
7023,TC11000527.hg.1  
7024,TC11000542.hg.1  
7025,TC11000546.hg.1  
7026,TC11000552.hg.1  
7027,TC11000558.hg.1  
7028,TC11000567.hg.1  
7029,TC11000575.hg.1  
7030,TC11000579.hg.1  
7031,TC11000588.hg.1  
7032,TC11000589.hg.1  
7033,TC11000590.hg.1  
7034,TC11000591.hg.1  
7035,TC11000597.hg.1  
7036,TC11000611.hg.1  
7037,TC11000624.hg.1  
7038,TC11000628.hg.1  
7039,TC11000631.hg.1  
7040,TC11000634.hg.1  
7041,TC11000635.hg.1  
7042,TC11000642.hg.1  
7043,TC11000645.hg.1  
7044,TC11000647.hg.1  
7045,TC11000652.hg.1  
7046,TC11000654.hg.1  
7047,TC11000657.hg.1  
7048,TC11000658.hg.1  
7049,TC11000662.hg.1  
7050,TC11000663.hg.1  
7051,TC11000665.hg.1  
7052,TC11000672.hg.1  
7053,TC11000680.hg.1  
7054,TC11000683.hg.1  
7055,TC11000689.hg.1  
7056,TC11000701.hg.1  
7057,TC11000703.hg.1  
7058,TC11000708.hg.1  
7059,TC11000714.hg.1  
7060,TC11000715.hg.1  
7061,TC11000718.hg.1  
7062,TC11000727.hg.1  
7063,TC11000733.hg.1  
7064,TC11000734.hg.1  
7065,TC11000739.hg.1  
7066,TC11000747.hg.1  
7067,TC11000752.hg.1  
7068,TC11000754.hg.1  
7069,TC11000764.hg.1  
7070,TC11000770.hg.1  
7071,TC11000773.hg.1  
7072,TC11000776.hg.1  
7073,TC11000777.hg.1  
7074,TC11000793.hg.1  
7075,TC11000794.hg.1  
7076,TC11000795.hg.1  
7077,TC11000797.hg.1  
7078,TC11000798.hg.1  
7079,TC11000806.hg.1  
7080,TC11000809.hg.1  
7081,TC11000814.hg.1  
7082,TC11000818.hg.1  
7083,TC11000819.hg.1  
7084,TC11000824.hg.1  
7085,TC11000830.hg.1  
7086,TC11000838.hg.1  
7087,TC11000840.hg.1  
7088,TC11000842.hg.1  
7089,TC11000847.hg.1  
7090,TC11000852.hg.1  
7091,TC11000854.hg.1  
7092,TC11000856.hg.1  
7093,TC11000858.hg.1  
7094,TC11000863.hg.1  
7095,TC11000865.hg.1  
7096,TC11000866.hg.1  
7097,TC11000875.hg.1  
7098,TC11000876.hg.1  
7099,TC11000908.hg.1  
7100,TC11000911.hg.1  
7101,TC11000912.hg.1  
7102,TC11000920.hg.1  
7103,TC11000921.hg.1  
7104,TC11000924.hg.1  
7105,TC11000928.hg.1  
7106,TC11000931.hg.1  
7107,TC11000947.hg.1  
7108,TC11000948.hg.1  
7109,TC11000951.hg.1  
7110,TC11000954.hg.1  
7111,TC11000956.hg.1  
7112,TC11000957.hg.1  
7113,TC11000970.hg.1  
7114,TC11000981.hg.1  
7115,TC11000985.hg.1  
7116,TC11000986.hg.1  
7117,TC11000990.hg.1  
7118,TC11001002.hg.1  
7119,TC11001005.hg.1  
7120,TC11001006.hg.1  
7121,TC11001017.hg.1  
7122,TC11001048.hg.1  
7123,TC11001049.hg.1  
7124,TC11001056.hg.1  
7125,TC11001057.hg.1  
7126,TC11001064.hg.1  
7127,TC11001066.hg.1  
7128,TC11001079.hg.1  
7129,TC11001082.hg.1  
7130,TC11001085.hg.1  
7131,TC11001096.hg.1  
7132,TC11001101.hg.1  
